62.561568,10,5
63.279626,10,10
63.833321,10,15
64.327536,10,20
64.967072,10,25
65.401595,10,30
65.891534,10,35
66.43479,10,40
66.902289,10,45
67.47686,10,50
67.83869,10,55
68.288145,10,60
68.637952,10,65
68.964885,10,70
69.417617,10,75
69.858131,10,80
70.463239,10,85
62.117714,15,5
62.766716,15,10
63.402039,15,15
64.011414,15,20
64.54882,15,25
65.070023,15,30
65.595375,15,35
66.059479,15,40
66.576317,15,45
67.042076,15,50
67.509933,15,55
67.983101,15,60
68.41465,15,65
68.839851,15,70
69.255478,15,75
69.663246,15,80
70.217728,15,85
61.949542,20,5
62.649418,20,10
63.273987,20,15
63.867409,20,20
64.395683,20,25
64.904434,20,30
65.406616,20,35
65.895981,20,40
66.371094,20,45
66.837837,20,50
67.307281,20,55
67.767776,20,60
68.211601,20,65
68.612251,20,70
68.993889,20,75
69.320557,20,80
69.785938,20,85
61.850597,25,5
62.598854,25,10
63.25042,25,15
63.816303,25,20
64.355804,25,25
64.857765,25,30
65.353127,25,35
65.835564,25,40
66.304146,25,45
66.787201,25,50
67.247726,25,55
67.713455,25,60
68.122093,25,65
68.534729,25,70
68.953178,25,75
69.213974,25,80
69.66217,25,85
61.712978,30,5
62.585175,30,10
63.152863,30,15
63.717915,30,20
64.231537,30,25
64.727837,30,30
65.217491,30,35
65.733177,30,40
66.175911,30,45
66.646584,30,50
67.121552,30,55
67.567253,30,60
68.005226,30,65
68.403351,30,70
68.761314,30,75
69.061707,30,80
69.621123,30,85
61.544754,35,5
62.458241,35,10
63.06245,35,15
63.630466,35,20
64.205713,35,25
64.66458,35,30
65.165427,35,35
65.693329,35,40
66.142021,35,45
66.598511,35,50
67.058174,35,55
67.519142,35,60
67.936539,35,65
68.334381,35,70
68.643005,35,75
69.020944,35,80
69.586458,35,85
61.487511,40,5
62.439563,40,10
63.058783,40,15
63.608589,40,20
64.161528,40,25
64.654692,40,30
65.136511,40,35
65.679228,40,40
66.085295,40,45
66.570799,40,50
67.037688,40,55
67.489119,40,60
67.900427,40,65
68.30274,40,70
68.604918,40,75
68.984084,40,80
69.509203,40,85
61.492565,45,5
62.4137,45,10
63.058914,45,15
63.565392,45,20
64.086197,45,25
64.596458,45,30
65.102615,45,35
65.592415,45,40
66.068756,45,45
66.544983,45,50
67.023598,45,55
67.488243,45,60
67.884164,45,65
68.281131,45,70
68.582419,45,75
68.968948,45,80
69.412563,45,85
61.380177,50,5
62.230896,50,10
62.850449,50,15
63.41922,50,20
63.943417,50,25
64.426865,50,30
64.928108,50,35
65.424988,50,40
65.890823,50,45
66.363121,50,50
66.837654,50,55
67.297966,50,60
67.71505,50,65
68.146523,50,70
68.570232,50,75
68.965078,50,80
69.333985,50,85
